data,escrv,material,grp.merc.,qtd.faturd
19.05.2019,103  ,136830  ,105001004,        1 
19.05.2019,103  ,163589  ,105001012,        1 
19.05.2019,103  ,182985  ,105001005,        1 
19.05.2019,103  ,182985  ,105001005,        4 
19.05.2019,103  ,195601  ,105001004,        1 
19.05.2019,103  ,194090  ,125001005,        1 
19.05.2019,103  ,47216   ,127001001,        1 
19.05.2019,103  ,62243   ,127001001,        1 
19.05.2019,103  ,172093  ,127001016,        1 
19.05.2019,103  ,185034  ,127001019,        1 
19.05.2019,103  ,159890  ,117004009,        1 
19.05.2019,103  ,198342  ,117007004,        1 
19.05.2019,103  ,199105  ,125002002,        1 
19.05.2019,103  ,7691    ,127001002,        1 
19.05.2019,103  ,176252  ,127001011,        1 
19.05.2019,103  ,176255  ,127001029,        1 
19.05.2019,103  ,180836  ,127001029,        1 
19.05.2019,103  ,180837  ,127001029,        1 
19.05.2019,103  ,181223  ,127001016,        1 
19.05.2019,103  ,184380  ,127001019,        1 
19.05.2019,103  ,187383  ,127001001,        1 
19.05.2019,103  ,188697  ,127001019,        1 
19.05.2019,103  ,188733  ,127001004,        1 
19.05.2019,103  ,188735  ,127001004,        2 
19.05.2019,103  ,190081  ,127001011,        1 
19.05.2019,103  ,191182  ,127001004,        1 
19.05.2019,103  ,193209  ,127001016,        1 
19.05.2019,103  ,196479  ,127001018,        1 
19.05.2019,103  ,197491  ,127001016,        1 
19.05.2019,103  ,188963  ,101001007,        1 
19.05.2019,103  ,190675  ,111001017,        1 
19.05.2019,103  ,191877  ,111002004,        1 
19.05.2019,103  ,193929  ,111002004,        1 
19.05.2019,103  ,194406  ,111002004,        1 
19.05.2019,103  ,198348  ,111001016,        1 
19.05.2019,103  ,198879  ,111002004,        1 
19.05.2019,103  ,176233  ,123001014,        1 
19.05.2019,103  ,182702  ,127001003,        1 
19.05.2019,103  ,187835  ,127001025,        1 
19.05.2019,103  ,198863  ,127001015,        1 
19.05.2019,103  ,184669  ,125002001,        1 
19.05.2019,103  ,193357  ,127002006,        1 
19.05.2019,103  ,135125  ,127002002,        1 
19.05.2019,103  ,182405  ,105001013,        1 
19.05.2019,103  ,190707  ,105001015,        2 
19.05.2019,103  ,199253  ,105001015,        1 
19.05.2019,103  ,183153  ,127001022,        1 
19.05.2019,103  ,161875  ,114001001,        1 
19.05.2019,103  ,174281  ,126001004,        1 
19.05.2019,103  ,194423  ,114001011,        1 
19.05.2019,103  ,181591  ,126002003,        1 
19.05.2019,103  ,181695  ,114001019,        1 
19.05.2019,103  ,189924  ,114001020,        1 
19.05.2019,103  ,158980  ,111001005,        1 
19.05.2019,103  ,189812  ,111001020,        1 
19.05.2019,103  ,193976  ,111001017,        1 
19.05.2019,103  ,153263  ,111001020,        1 
19.05.2019,103  ,172667  ,111001018,        1 
19.05.2019,103  ,175886  ,111003005,        2 
19.05.2019,103  ,187536  ,111001012,        1 
19.05.2019,103  ,189534  ,110001004,        2 
19.05.2019,103  ,189589  ,111001006,        1 
19.05.2019,103  ,194258  ,110001009,        1 
19.05.2019,103  ,188959  ,110001007,        1 
19.05.2019,103  ,141794  ,130001002,        1 
19.05.2019,103  ,180430  ,130001002,        1 
19.05.2019,103  ,154452  ,105001003,        1 
19.05.2019,103  ,181428  ,105001009,        1 
19.05.2019,103  ,158879  ,130001001,        1 
19.05.2019,103  ,157845  ,113004004,        1 
19.05.2019,103  ,174376  ,130001007,        1 
19.05.2019,103  ,192771  ,126001002,        1 
19.05.2019,103  ,179190  ,114001002,        3 
19.05.2019,103  ,154348  ,105001012,        1 
19.05.2019,103  ,193607  ,105001009,        1 
19.05.2019,103  ,193611  ,105001018,        1 
19.05.2019,103  ,186647  ,102001015,        1 
19.05.2019,103  ,197461  ,102001005,        1 
19.05.2019,103  ,138533  ,111001010,        1-
19.05.2019,103  ,170491  ,127001029,        1 
19.05.2019,103  ,190638  ,111002004,        0 
19.05.2019,103  ,193673  ,111001016,        1 
19.05.2019,103  ,198052  ,127001019,        1 
19.05.2019,103  ,198058  ,127001019,        1 
19.05.2019,103  ,193246  ,105001004,        2 
19.05.2019,103  ,194621  ,105001007,        1 
19.05.2019,103  ,194623  ,105001007,        1 
19.05.2019,103  ,196472  ,105001002,        1 
19.05.2019,103  ,161722  ,113002004,        1 
19.05.2019,103  ,166154  ,113001004,        1 
19.05.2019,103  ,173583  ,113001001,        1 
19.05.2019,103  ,193471  ,113002011,        1 
19.05.2019,103  ,196814  ,102001010,        1 
19.05.2019,103  ,196864  ,130001009,        1 
19.05.2019,103  ,149088  ,110001009,        1 
19.05.2019,103  ,186137  ,110001004,        1 
19.05.2019,103  ,186138  ,110001009,        1 
19.05.2019,103  ,186139  ,110001006,        1 
19.05.2019,103  ,187571  ,111002005,        1 
19.05.2019,103  ,183722  ,111001016,        1 
19.05.2019,103  ,198328  ,126002012,        1 
19.05.2019,103  ,179510  ,105001011,        1 
19.05.2019,103  ,190304  ,107001001,        1 
19.05.2019,103  ,187617  ,127001001,        1 
19.05.2019,103  ,193720  ,127001001,        1 
19.05.2019,103  ,193943  ,127001004,        1 
19.05.2019,103  ,193947  ,127001004,        1 
19.05.2019,103  ,193949  ,127001001,        1 
19.05.2019,103  ,193981  ,127001001,        1 
19.05.2019,103  ,193982  ,127001001,        1 
19.05.2019,103  ,193983  ,127001001,        1 
19.05.2019,103  ,197284  ,116002001,        1 
19.05.2019,103  ,177564  ,119001003,        1 
19.05.2019,103  ,197161  ,114001011,        1 
19.05.2019,103  ,196387  ,127001001,        1 
19.05.2019,103  ,189494  ,119001005,        1 
19.05.2019,103  ,198714  ,131002001,        1 
19.05.2019,103  ,154384  ,131001004,        1 
19.05.2019,103  ,154386  ,131001004,        1 
19.05.2019,103  ,186905  ,109003002,        2 
19.05.2019,103  ,194783  ,114001011,        1 
19.05.2019,103  ,196367  ,114001011,        1 
19.05.2019,103  ,192924  ,105001009,        1 
19.05.2019,103  ,182868  ,116002006,        1 
19.05.2019,103  ,190567  ,116002002,        1 
19.05.2019,103  ,183118  ,105001012,        1 
19.05.2019,103  ,190069  ,105001011,        1 
19.05.2019,103  ,197236  ,127001026,        1 
19.05.2019,103  ,192262  ,102001009,        1 
19.05.2019,103  ,192263  ,102001009,        3 
19.05.2019,103  ,192267  ,102001009,        1 
19.05.2019,103  ,192267  ,102001009,        2 
19.05.2019,103  ,192270  ,102001009,        1 
19.05.2019,103  ,192272  ,102001009,        1 
19.05.2019,103  ,192212  ,114001024,        1 
19.05.2019,103  ,186709  ,127001031,        1 
19.05.2019,103  ,198875  ,127001031,        1 
19.05.2019,103  ,194427  ,107001005,        1 
19.05.2019,103  ,196891  ,128001025,        1 
19.05.2019,103  ,190277  ,107001001,        1 
19.05.2019,103  ,191277  ,128001011,        1 
19.05.2019,103  ,191309  ,128001012,        1 
19.05.2019,103  ,191993  ,128001011,        1 
19.05.2019,103  ,197452  ,105001004,        1 
19.05.2019,103  ,194224  ,102001006,        1 
19.05.2019,103  ,191307  ,128001013,        1 
19.05.2019,103  ,179073  ,111002003,        1 
19.05.2019,103  ,179604  ,111002004,        1 
19.05.2019,103  ,194275  ,105001013,        1 
19.05.2019,103  ,194276  ,105001003,        1 
19.05.2019,103  ,194703  ,127001014,        2 
19.05.2019,103  ,194704  ,127001014,        2 
19.05.2019,103  ,194710  ,123001002,        1 
19.05.2019,103  ,194939  ,123001007,        2 
19.05.2019,103  ,192290  ,128001023,        1 
19.05.2019,103  ,192302  ,128001024,        1 
19.05.2019,103  ,193619  ,129003001,        1 
19.05.2019,103  ,182514  ,102001015,        1 
19.05.2019,103  ,198933  ,102001015,        1 
19.05.2019,103  ,179984  ,101001001,        1 
19.05.2019,103  ,190209  ,101001001,        1 
19.05.2019,103  ,190223  ,101001001,        1 
19.05.2019,103  ,147919  ,127003001,        1 
19.05.2019,103  ,182857  ,105001015,        1 
19.05.2019,103  ,182340  ,111001018,        1 
19.05.2019,103  ,182348  ,111003005,        1 
19.05.2019,103  ,184337  ,111001019,        1 
19.05.2019,103  ,191211  ,111001017,        1 
19.05.2019,103  ,198357  ,111001020,        1 
19.05.2019,103  ,167998  ,130001002,        1 
19.05.2019,103  ,198385  ,113001005,        1 
19.05.2019,103  ,198753  ,113004004,        1 
19.05.2019,103  ,198334  ,131001004,        1 
19.05.2019,103  ,194439  ,105001011,        1 
19.05.2019,103  ,196492  ,114001020,        1 
19.05.2019,103  ,195898  ,123001015,        1 
19.05.2019,103  ,195943  ,123001030,        1 
19.05.2019,103  ,195946  ,123001030,        1 
19.05.2019,103  ,196135  ,123001015,        1 
19.05.2019,103  ,194827  ,129003001,        1 
19.05.2019,103  ,157719  ,127003002,        1 
19.05.2019,103  ,158339  ,125001005,        1 
19.05.2019,103  ,171262  ,125001005,        1 
19.05.2019,103  ,173422  ,127002006,        1 
19.05.2019,103  ,174645  ,123001016,        1 
19.05.2019,103  ,174683  ,123001018,        1 
19.05.2019,103  ,177711  ,129002002,        1 
19.05.2019,103  ,178639  ,123001015,        1 
19.05.2019,103  ,180203  ,125001005,        1 
19.05.2019,103  ,188632  ,123001002,        1 
19.05.2019,103  ,188648  ,123001018,        1 
19.05.2019,103  ,192239  ,123001016,        1 
19.05.2019,103  ,192423  ,123001001,        1 
19.05.2019,103  ,177198  ,126001003,        1-
19.05.2019,103  ,182341  ,110001006,        1-
19.05.2019,103  ,198823  ,125002002,        1-
19.05.2019,105  ,184942  ,117002001,        1 
19.05.2019,105  ,186541  ,117001008,        1 
19.05.2019,105  ,190054  ,114001012,        1 
19.05.2019,105  ,192502  ,114001012,        1 
19.05.2019,105  ,194419  ,126002012,        1 
19.05.2019,105  ,197527  ,126002014,        1 
19.05.2019,105  ,198360  ,126002012,        1 
19.05.2019,105  ,198553  ,126002013,        1 
19.05.2019,105  ,147923  ,117001001,        1 
19.05.2019,105  ,184334  ,111001005,        1 
19.05.2019,105  ,194229  ,111001002,        1 
19.05.2019,105  ,197972  ,117001015,        1 
19.05.2019,105  ,194983  ,125002001,        1 
19.05.2019,105  ,197948  ,125002009,        1 
19.05.2019,105  ,199190  ,125002001,        1 
19.05.2019,105  ,181066  ,111001019,        1 
19.05.2019,105  ,184757  ,111001017,        1 
19.05.2019,105  ,193824  ,111001019,        1 
19.05.2019,105  ,193909  ,126002011,        1 
19.05.2019,105  ,193971  ,126002011,        1 
19.05.2019,105  ,196917  ,126002013,        1 
19.05.2019,105  ,198393  ,126002012,        1 
19.05.2019,105  ,188047  ,125002002,        1 
19.05.2019,105  ,198013  ,125002002,        1 
19.05.2019,105  ,198889  ,125002009,        1 
19.05.2019,105  ,194815  ,130002008,        1 
19.05.2019,105  ,193504  ,125002002,        1-
19.05.2019,105  ,197656  ,125002001,        1 
19.05.2019,105  ,197669  ,125002002,        1 
19.05.2019,105  ,100072  ,127001001,        1 
19.05.2019,105  ,192623  ,127001004,        1 
19.05.2019,105  ,194641  ,127001001,        1 
19.05.2019,105  ,7628    ,127001016,        1 
19.05.2019,105  ,151752  ,127001021,        1 
19.05.2019,105  ,166959  ,127001019,        1 
19.05.2019,105  ,170772  ,127001018,        1 
19.05.2019,105  ,187197  ,127001031,        1 
19.05.2019,105  ,58408   ,127001004,        1 
19.05.2019,105  ,184371  ,127001018,        1 
19.05.2019,105  ,187603  ,127001004,        1 
19.05.2019,105  ,187604  ,127001004,        1 
19.05.2019,105  ,187778  ,127001022,        1 
19.05.2019,105  ,186428  ,130002006,        1 
19.05.2019,105  ,198532  ,130002008,        1 
19.05.2019,105  ,193007  ,113002005,        1 
19.05.2019,105  ,193051  ,118001003,        1 
19.05.2019,105  ,174297  ,102001015,        1 
19.05.2019,105  ,198061  ,114001020,        1 
19.05.2019,105  ,136930  ,116002001,        1 
19.05.2019,105  ,151357  ,116002001,        1 
19.05.2019,105  ,181604  ,127001014,        1 
19.05.2019,105  ,187638  ,127001022,        1 
19.05.2019,105  ,187640  ,127001022,        1 
19.05.2019,105  ,197905  ,127001022,        1 
19.05.2019,105  ,197907  ,127001005,        1 
19.05.2019,105  ,197910  ,127001014,        1 
19.05.2019,105  ,175416  ,117001013,        1 
19.05.2019,105  ,189327  ,105003001,        1 
19.05.2019,105  ,136830  ,105001004,        1 
19.05.2019,105  ,182986  ,105001005,        1 
19.05.2019,105  ,186560  ,125001005,        1 
19.05.2019,105  ,111812  ,127001015,        1 
19.05.2019,105  ,151647  ,127001014,        1 
19.05.2019,105  ,184427  ,127001028,        1 
19.05.2019,105  ,197553  ,125002009,        1 
19.05.2019,105  ,178658  ,130001009,        1 
19.05.2019,105  ,176252  ,127001011,        1 
19.05.2019,105  ,180839  ,127001029,        1 
19.05.2019,105  ,181219  ,127001011,        1 
19.05.2019,105  ,181223  ,127001016,        1 
19.05.2019,105  ,181227  ,127001018,        1 
19.05.2019,105  ,184877  ,127001019,        1 
19.05.2019,105  ,185581  ,127001029,        1 
19.05.2019,105  ,187383  ,127001001,        1 
19.05.2019,105  ,196483  ,127001013,        1 
19.05.2019,105  ,197450  ,127001016,        1 
19.05.2019,105  ,194406  ,111002004,        1 
19.05.2019,105  ,198348  ,111001016,        1 
19.05.2019,105  ,138012  ,127001018,        3 
19.05.2019,105  ,150460  ,127001030,        1 
19.05.2019,105  ,154123  ,127001030,        1 
19.05.2019,105  ,184593  ,127001027,        1 
19.05.2019,105  ,184603  ,127001030,        1 
19.05.2019,105  ,187835  ,127001025,        1 
19.05.2019,105  ,198513  ,127001009,        1 
19.05.2019,105  ,198526  ,127001027,        2 
19.05.2019,105  ,190853  ,119001002,        1 
19.05.2019,105  ,175305  ,120009010,        1 
19.05.2019,105  ,152703  ,127001001,        1 
19.05.2019,105  ,152705  ,127001001,        1 
19.05.2019,105  ,173007  ,127001025,        1 
19.05.2019,105  ,198817  ,127001003,        1 
19.05.2019,105  ,181135  ,127001009,        1 
19.05.2019,105  ,182407  ,105001015,        1 
19.05.2019,105  ,180807  ,110002002,        1 
19.05.2019,105  ,122804  ,111001018,        1 
19.05.2019,105  ,193174  ,126002005,        1 
19.05.2019,105  ,194453  ,114001011,        1 
19.05.2019,105  ,173342  ,114001001,        1 
19.05.2019,105  ,181695  ,114001019,        1 
19.05.2019,105  ,188556  ,114001018,        1 
19.05.2019,105  ,189190  ,101001001,        1 
19.05.2019,105  ,195547  ,105001003,        1 
19.05.2019,105  ,195633  ,105001008,        1 
19.05.2019,105  ,175647  ,111001013,        1 
19.05.2019,105  ,189813  ,111001020,        1 
19.05.2019,105  ,193974  ,111001012,        1 
19.05.2019,105  ,197612  ,105001006,        1 
19.05.2019,105  ,123391  ,111001010,        1 
19.05.2019,105  ,138325  ,111001005,        1 
19.05.2019,105  ,142854  ,111001016,        1 
19.05.2019,105  ,166229  ,111001020,        1 
19.05.2019,105  ,168121  ,110001004,        1-
19.05.2019,105  ,172091  ,111002004,        1 
19.05.2019,105  ,184446  ,111001016,        1 
19.05.2019,105  ,187537  ,111001007,        1 
19.05.2019,105  ,189535  ,111003001,        1 
19.05.2019,105  ,194295  ,111001017,        1 
19.05.2019,105  ,194413  ,111001004,        1 
19.05.2019,105  ,198427  ,111002004,        1 
19.05.2019,105  ,198454  ,111002004,        1 
19.05.2019,105  ,198951  ,125002009,        1 
19.05.2019,105  ,198964  ,125002009,        1 
19.05.2019,105  ,193776  ,110001004,        1 
19.05.2019,105  ,197874  ,110001004,        1 
19.05.2019,105  ,181428  ,105001009,        1 
19.05.2019,105  ,187723  ,105001003,        1 
19.05.2019,105  ,193196  ,105001003,        1 
19.05.2019,105  ,193198  ,105001003,        1 
19.05.2019,105  ,193199  ,105001003,        1 
19.05.2019,105  ,140772  ,130001001,        1 
19.05.2019,105  ,157842  ,113004003,        1 
19.05.2019,105  ,188720  ,114001024,        1 
19.05.2019,105  ,151956  ,114001002,        1 
19.05.2019,105  ,195334  ,102001015,        1 
19.05.2019,105  ,137512  ,111001017,        1 
19.05.2019,105  ,138533  ,111001010,        1 
19.05.2019,105  ,176621  ,111001016,        1 
19.05.2019,105  ,190638  ,111002004,        2 
19.05.2019,105  ,190639  ,111002004,        1 
19.05.2019,105  ,158819  ,105001005,        1 
19.05.2019,105  ,190687  ,105001006,        1 
19.05.2019,105  ,193242  ,105001005,        1 
19.05.2019,105  ,197636  ,105001006,        1 
19.05.2019,105  ,168790  ,125002008,        0 
19.05.2019,105  ,198703  ,125002008,        1 
19.05.2019,105  ,198706  ,125002008,        1 
19.05.2019,105  ,195375  ,129004004,        1 
19.05.2019,105  ,98252   ,105001016,        1 
19.05.2019,105  ,112622  ,105001005,        1 
19.05.2019,105  ,194498  ,101001001,        1 
19.05.2019,105  ,184564  ,117006002,        1 
19.05.2019,105  ,197101  ,126002003,        1 
19.05.2019,105  ,180427  ,102001006,        1 
19.05.2019,105  ,194226  ,102001006,        1 
19.05.2019,105  ,196813  ,102001006,        1 
19.05.2019,105  ,180550  ,130001009,        1 
19.05.2019,105  ,198922  ,130001009,        1 
19.05.2019,105  ,129582  ,110001004,        1 
19.05.2019,105  ,149488  ,110001004,        1 
19.05.2019,105  ,166528  ,110001004,        1 
19.05.2019,105  ,192936  ,110001006,        1 
19.05.2019,105  ,191547  ,109001003,        1 
19.05.2019,105  ,189321  ,117001006,        1 
19.05.2019,105  ,196680  ,114001011,        1 
19.05.2019,105  ,191612  ,109004002,        1 
19.05.2019,105  ,187571  ,111002005,        1 
19.05.2019,105  ,124966  ,117001005,        1 
19.05.2019,105  ,180311  ,112001003,        1 
19.05.2019,105  ,183722  ,111001016,        1 
19.05.2019,105  ,192962  ,126002012,        1 
19.05.2019,105  ,194673  ,126002014,        1 
19.05.2019,105  ,194675  ,126002015,        1 
19.05.2019,105  ,196171  ,126002012,        1 
19.05.2019,105  ,175523  ,117004007,        1 
19.05.2019,105  ,176992  ,105001009,        1 
19.05.2019,105  ,176868  ,107001001,        1 
19.05.2019,105  ,196764  ,107001005,        1 
19.05.2019,105  ,192704  ,127001013,        1 
19.05.2019,105  ,193944  ,127001004,        1 
19.05.2019,105  ,197600  ,127002005,        1 
19.05.2019,105  ,197270  ,125002004,        1 
19.05.2019,105  ,199007  ,119001002,        1 
19.05.2019,105  ,192061  ,117001020,        1 
19.05.2019,105  ,197768  ,126002012,        1 
19.05.2019,105  ,192795  ,131001003,        1 
19.05.2019,105  ,186905  ,109003002,        2 
19.05.2019,105  ,198183  ,113004001,        1 
19.05.2019,105  ,185944  ,116001005,        1 
19.05.2019,105  ,190570  ,116002002,        1 
19.05.2019,105  ,190622  ,116002001,        1 
19.05.2019,105  ,184210  ,105001005,        1 
19.05.2019,105  ,197732  ,105001016,        1 
19.05.2019,105  ,185125  ,127001029,        1 
19.05.2019,105  ,196314  ,127001019,        1 
19.05.2019,105  ,184135  ,127001011,        1 
19.05.2019,105  ,192496  ,111001017,        1 
19.05.2019,105  ,189404  ,127001009,        1 
19.05.2019,105  ,184938  ,113002011,        1 
19.05.2019,105  ,192353  ,113002004,        1 
19.05.2019,105  ,186761  ,105001007,        1 
19.05.2019,105  ,194383  ,105001002,        1 
19.05.2019,105  ,171088  ,117007002,        1 
19.05.2019,105  ,181669  ,117008003,        1 
19.05.2019,105  ,199001  ,126002005,        1 
19.05.2019,105  ,193049  ,123001017,        1 
19.05.2019,105  ,190271  ,107001001,        1 
19.05.2019,105  ,194549  ,107001001,        2 
19.05.2019,105  ,186841  ,102001006,        1 
19.05.2019,105  ,189286  ,102001006,        1 
19.05.2019,105  ,194801  ,102001006,        1 
19.05.2019,105  ,193849  ,127001009,        1 
19.05.2019,105  ,179073  ,111002003,        2 
19.05.2019,105  ,195056  ,127001009,        1 
19.05.2019,105  ,195057  ,127001009,        1 
19.05.2019,105  ,154051  ,102001015,        1 
19.05.2019,105  ,185874  ,102001005,        1 
19.05.2019,105  ,177611  ,127001025,        1 
19.05.2019,105  ,177612  ,127001025,        1 
19.05.2019,105  ,194465  ,113001001,        1 
19.05.2019,105  ,175118  ,111001002,        1 
19.05.2019,105  ,182340  ,111001018,        1 
19.05.2019,105  ,182348  ,111003005,        1 
19.05.2019,105  ,191212  ,111001017,        1 
19.05.2019,105  ,198356  ,111003001,        1 
19.05.2019,105  ,198409  ,111001002,        1 
19.05.2019,105  ,188489  ,105001005,        1 
19.05.2019,105  ,188682  ,105001006,        1 
19.05.2019,105  ,196492  ,114001020,        1 
19.05.2019,105  ,198389  ,102001013,        1 
19.05.2019,105  ,182187  ,119001009,        1 
19.05.2019,105  ,195868  ,123001030,        1 
19.05.2019,105  ,188746  ,129002001,        1 
19.05.2019,105  ,188749  ,129002001,        1 
19.05.2019,105  ,192454  ,129003001,        1 
19.05.2019,105  ,192459  ,129003001,        1 
19.05.2019,105  ,194835  ,129004004,        1 
19.05.2019,105  ,154282  ,120009002,        1 
19.05.2019,105  ,154311  ,120005009,        1 
19.05.2019,105  ,154866  ,120009002,        1 
19.05.2019,105  ,175530  ,127001001,        1 
19.05.2019,105  ,176052  ,123001016,        1 
19.05.2019,105  ,178652  ,123001015,        1 
19.05.2019,105  ,179293  ,120007003,        1 
19.05.2019,105  ,180197  ,123001004,        1 
19.05.2019,105  ,182426  ,120009002,        2 
19.05.2019,105  ,184412  ,125001005,        1 
19.05.2019,105  ,184413  ,125001005,        1 
19.05.2019,105  ,187531  ,127003002,        1 
19.05.2019,105  ,188634  ,123001002,        1 
19.05.2019,105  ,198085  ,125001005,        1 
19.05.2019,105  ,198732  ,120007003,        1 
19.05.2019,106  ,147923  ,117001001,        1-
19.05.2019,106  ,198362  ,117007002,        1-
19.05.2019,106  ,197478  ,126002012,        1 
19.05.2019,106  ,197532  ,126002014,        1 
19.05.2019,106  ,198360  ,126002012,        1 
19.05.2019,106  ,198553  ,126002013,        1 
19.05.2019,106  ,198558  ,126002014,        1 
19.05.2019,106  ,186820  ,104001003,        1 
19.05.2019,106  ,189161  ,104001004,        1-
19.05.2019,106  ,176205  ,109003002,        1 
19.05.2019,106  ,186273  ,109003001,        1 
19.05.2019,106  ,191550  ,109002001,        1 
19.05.2019,106  ,197545  ,111001002,        1 
19.05.2019,106  ,195000  ,125002001,        1 
19.05.2019,106  ,197386  ,125002009,        1 
19.05.2019,106  ,197390  ,125002002,        1 
19.05.2019,106  ,197931  ,125002005,        1 
19.05.2019,106  ,199225  ,125002009,        1 
19.05.2019,106  ,198425  ,111001017,        1 
19.05.2019,106  ,193910  ,126002011,        1 
19.05.2019,106  ,196913  ,126002012,        1 
19.05.2019,106  ,196914  ,126002012,        1 
19.05.2019,106  ,198391  ,126002012,        1 
19.05.2019,106  ,197185  ,125002002,        1 
19.05.2019,106  ,197206  ,125002002,        1 
19.05.2019,106  ,198031  ,125002002,        1-
19.05.2019,106  ,198034  ,125002002,        1 
19.05.2019,106  ,187847  ,102001013,        1 
19.05.2019,106  ,194814  ,130002008,        1 
19.05.2019,106  ,188321  ,125002002,        1 
19.05.2019,106  ,197660  ,125002005,        1 
19.05.2019,106  ,197670  ,125002002,        1 
19.05.2019,106  ,192993  ,127001001,        1 
19.05.2019,106  ,146826  ,127001001,        1 
19.05.2019,106  ,167102  ,127001019,        1 
19.05.2019,106  ,170778  ,127001003,        1 
19.05.2019,106  ,174262  ,127001031,        2 
19.05.2019,106  ,176178  ,127001016,        1 
19.05.2019,106  ,180476  ,127003004,        1 
19.05.2019,106  ,186889  ,127001004,        1 
19.05.2019,106  ,187194  ,127001031,        2 
19.05.2019,106  ,187195  ,127001031,        3 
19.05.2019,106  ,187196  ,127001031,        1 
19.05.2019,106  ,189811  ,127001019,        1 
19.05.2019,106  ,193017  ,127001004,        1 
19.05.2019,106  ,193019  ,127001004,        1 
19.05.2019,106  ,58409   ,127001001,        1 
19.05.2019,106  ,59151   ,127001004,        1 
19.05.2019,106  ,177571  ,127001006,        1 
19.05.2019,106  ,187603  ,127001004,        2 
19.05.2019,106  ,187794  ,127001005,        1 
19.05.2019,106  ,187794  ,127001005,        0 
19.05.2019,106  ,127669  ,113001006,        1 
19.05.2019,106  ,199289  ,125002001,        1 
19.05.2019,106  ,7325    ,127001012,        1 
19.05.2019,106  ,177710  ,102001015,        1 
19.05.2019,106  ,198061  ,114001020,        1-
19.05.2019,106  ,198073  ,126002008,        1 
19.05.2019,106  ,172789  ,116002001,        1 
19.05.2019,106  ,181604  ,127001014,        1 
19.05.2019,106  ,181607  ,127001005,        1 
19.05.2019,106  ,187640  ,127001022,        1 
19.05.2019,106  ,187642  ,127001022,        1 
19.05.2019,106  ,187643  ,127001022,        1 
19.05.2019,106  ,187648  ,127001022,        1 
19.05.2019,106  ,197907  ,127001005,        1 
19.05.2019,106  ,197910  ,127001014,        1 
